@RELATION Parrot

@ATTRIBUTE text STRING
@ATTRIBUTE @@class@@ {love, joy, surprise, anger, sadness, fear}

@DATA
"@totalgunner Ive twitpic-we him before so you might be able to find him LOL. Aw thats so sad!  ooh piranhas? Scary lol",fear
"mannnn...  why aint my music working",sadness
"My dog died today. We had her for 11 years. I miss her so much.",sadness
"@dnbchik ahhh...Lily's new kitten just took a giant wet stinky shit on me",anger
"Sometimes I wish I was a warden",sadness
"I'm bored... Don't want to stay home tonight, but don't want to spend money  blah",sadness
"I WILL CRY!!!!!!!!    I can't believe that I lost the chat!!!",fear
"I should be paying my bills and not playing on here.",fear
"my hair hurts",fear
"Poor Little Hollie Steel...I really did feel for her!!  #bgt",fear
"@RQKidd Hey I texted you but you never responded. We stopped at a friend's &amp; ended up staying.",fear
"@owenong looks good ... making me hungry but boy stll asleep",joy
"i just saw a baby dove fall from a tree, break its neck and die  i tried to save it and couldnt. what a cruel world",sadness
"wants to go home!",sadness
"@tymrichardson the movie Tym... So sad, I was crying non-stop.",sadness
"@ the Eldorado house, goodbye Aliante house. *Memories made, memories fade!",sadness
"Waiting for my turn on wii fit gym closed",surprise
"@eddyhendergrass that sounds like the scariest zombie dream ever.",fear
"I dont like things getting confused. Seems to be happening alot lately",fear
"Hey had some fun with friends !!!!!Now cleaning",joy
"Guys (@cotravelgirl @elaineellis @debindenver @joshclauss @pugofwar) I know! My ability to read time telling devices failed!",fear
"so yeah...i guess i dont get company this weekend  so who wants to come hang out?",surprise
"Forced to eat red hotdogs coz I'm starving and there's nothing else for breakfast. Ick.",anger
"Sorry that your tummy hurts deathbyhistory  i got a tattoo like half an hour ago!",fear
"@karenhanson that plain sux. kinda like cheers goin off the air.",fear
"@Kat_KittyKat  so now im bored..untill i go out",sadness
"@AmberHope ME",fear
"@caroldn I feel like a piece of garbage!  See: http://bbltwt.com/nqgp3",fear
"@saramcdonald23 soooo jelous of you right now",joy
"soooo bored it aint funny.",fear
"Is dying my hair back to pink. I missed being a cupcake. And I miss my Sherry and Melanie",sadness
"i have a headache",fear
"@iAlejandro: unfortunately not.  I have to take it to a repair shop or replace it.",joy
"today has me feelin' like crap",sadness
"thanks to the forever 21 curse that makes you spend 3 hours there everytime you go in, i couldnt go tanning today",fear
"You know when your FAT when someone points it out.  ugh...what an aweful day... I feel like breaking down.",fear
"ugh im crying again  writing a rant about it on tumblr.",fear
"@AnastasiaEsper Aren't we though? lol He's at work now and I miss him  blah Wut cha up to?",fear
"@mofranco sorry mo. we thought that u have to work tomorrow  we go to the casino together too :?)",surprise
"My friend ..has cancelled on me for tomorrow, Now i have nothing to do...this makes me sad...  xxxxxx",fear
"sad.. Daniel is leaving Florida now.. just gave him a big hug",fear
"@KyleWade05 so glad i did not say hi to last night... i dont want the flu... but sry if you really do have it",fear
"@sunmess she was performing at the lifeball in vienna this year but unfortunately i didn't get the chance to see her.",sadness
"@goopmop i dont want you to go to india",fear
"Going out to Miranda shopping centre to spend time with the family, before going away for 2 weeks to Malaysia. Gonna miss them!",fear
"@dopequrlbree Awww  You'll Be Fine...",joy
"at home sick",sadness
"finds the hardest thing about being a Christian is to put God as first in his life.  I need help..",fear
"ok... twitter I almost pass out because of you!! bastard    :'(",anger
"@srcasm  I need to come spend some time on your roof - I miss you &amp; @beyondreality    double date in a couple of weeks?",love
"i'm going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one",fear
"@funkylovin ah mine is never home before 8   I handed off the kids and grabbed the bottle of malibu and a coke..momma getting drinky :para",joy
"I am sad that my kids were ungrateful today",fear
"@bgoldy and sitting in traffic trying to escape campus is feeling just as hellish",sadness
"my guinea pig died today",sadness
"i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.",sadness
"I cried...",sadness
"feel dpressed",fear
"@Cadistra   when do you find out?",surprise
"Also I popped the phone open and got all that goddamn dust out, but I wore out a clip on the camera panel so I had to glue it shut",anger
"@katabolickatie not on my tv !    im watching a that 70's show marathon !",joy
"@babymakes7 no.  I lost the link you sent when I had to pull my battery.",sadness
"@shawnsafaridon lol, i've done that one b4  i'm a victim 2 that! lol",joy
"@Hameed_Hemmat she's mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn't",fear
"my stomach hurts",sadness
"is Jay Leno's last show tonight",sadness
"Mosque and mini-golf! haha I tied for 1st. It looks like the Yankees aren't playing tonight   but I'll just play Fifa! ~Zade~",joy
"@toywatch I didnt win  but I will continue to try keep giving away those fabulous watches cant wait to win1",surprise
"i've become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!!",sadness
"Just put all the original art for my comics into an album.  Its really nice, except it shows how much I liked to cut corners to finish.",love
"@yoyonb87 yep, so I damn it.",fear
"i want to go out tonight, but i ain't go no money and no one to go with   any takers???",joy
"i miss my brother.  12 more days till he gets bac to tennessee. he said he was singing &quot;find my way bac to tennessee&quot; today. haha.",fear
"@Laurie_J We're in the same boat.",fear
"@TheNewBradie my tvs not working  i wanna watch vhits :'(",sadness
"@cityofedmonton - the service on the west end of #yeg is a joke after 6pm. And the 2 and 150 been late doesn't help.  #yegtransit #fail",fear
"sadd..  last night in fl.. going back to AR tomorrow",sadness
"@coachreggie  She doesn't need a darn (watching my language) thing but that never stops her  &amp;   I mapped u. U live in the boonies :-o",fear
"Awwww poor biggie...he puked on me in the car. Even though I had the air conditioning on FULL blast...I think it was the heat  He' ok now",fear
"@pleazurs Woot freaking hoo, tho Mad World isn't doing well on the iTunes top #100 chart.",joy
"I'm a sad panda, hulu doesn't have the elephant show   no Skinnamarinkydinkydink sing alongs for me.",sadness
"Unfortunately these heffas decided to take an impromptu mall trip without telling me",sadness
"@MomofCandE Miss you",sadness
"@suncito hi there! got off comp. early last nite.  saw u weren't feeling well..   hope u r better!!",sadness
"I cant believe i blew off that cute guy and his friend who were selling us concert tickets  FML",surprise
"@Candyland3 thats terrible.",sadness
"Jus sittn here thinkin....wow yo my boy is really gone! Smh yo! Its bout to be 3 weeks on Sunday!  R.I.P VON",fear
"Having a bad day/week",fear
"@justdaydreams Lol rite! I'm scared now  lol",fear
"@RWPhoto Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years",surprise
"Am now a member of International Thespian Society Troupe #6492!! Now if I can only make my family stop fighting....sigh",joy
"Literally laid in bed all day. Major headache",sadness
"@Lea_Ada_Franco I am working again!  Woo hoo!  Alas, I was unable to obtain an Elita-1 for your daughter.  It's $80!",joy
"Circus was fun - I don't have any hope of getting out of the parking lot - haven't moved in 10 min",fear
"@morganedgar1307 Ugh, not yeeet!  It's like, in a week, too... =/ I'll keep trying!!",surprise
"why did I get airbrushed nude, if soon as i put my dress on it messed it up a little...eerrrr",fear
"the good thing of having a fever is feeling cold, especially in such hot weather. I think I'm hallucinating lol  .",joy
"Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.",sadness
"@TheNewBradie is that teh part where hes liek feeling the girl. i feel sooo soooory for her",surprise
"I miss nicc today.",sadness
"re-dyed the hair, early start tomorrow heading down to londons clothes show, great place to be when i feel fat.   bright side = motivation",fear
"plus.. janessa hurt my feelings",sadness
"@melissa_hope why?",fear
"@sfitzpatrick924 bahah sadly I am not",sadness
"Why must Jay Leno leave his own show",fear
"@cassapel Damn, I got all excited for nothing  hahaha",joy
"tomorrow valeria's lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it",joy
"You know funny thing about everyone packing for E3 is that I am packing to go to mexico... not E3",joy
"Justin is SO warm! It makes me worry when they have a high fever and I go to sleep.",fear
"Always I listen that song I start crying, It makes me remember moments with my friends at primary school",surprise
"@mlpband my heart just broke a little ... and by a little i mean a lot",sadness
"My moms Season 3 of Weeds got burnt up in a family friends mobile home.",anger
"@Marcina @bifnaked bif doesn't come down far enough south for me",fear
"@dustbunniesss i dont have a bank. i cash my shit at tom thumb. i've had four bank accounts--and they've all gone negative",fear
"Wow Derek Rose got a next student to do his SATs.  so what now? He can't play no more?",surprise
"http://twitpic.com/6814w - So glad Sam is in a good mood",love
"enjoy the laker game for me guys! since i'll be at work",joy
"yay! boxing!! although after the boxing, sparring &amp; eating, have to spend the rest of the evening troubleshooting java code for hw.",fear
"Actually, I think I'll be more upset if I lost my data for Cake Mania 3. I was pretty far into the game",fear
"wow i'm soo hungover",fear
"@karshka Hey.  I won't be coming to town this weekend, because I don't have a day off until next friday.",sadness
"misses home on the farm",sadness
"didn't make it out to shop.......      there is always tomorrow.",surprise
"@zarlana I took my ring out...",fear
"@rWilliamr I'm tryin not the be boring today . . . I just can't seem to come up with thing to say",fear
"@mygoodcents It isn't easy!  Be there for support, it is the best thing you can do is offer your love &amp; support! Lost both of mine early",love
"down side = i have a seat by myself  loner. please be a starbucks there.",sadness
"@ a_mccallie WOW... I am replaced already??? I thought I am coming back with my steaks",joy
"@iDJExplicit What's wrong?",fear
"Going to the dirt track races w Aaron. Having a really good hair day! wish I could wear makeup though",sadness
"@LeslieIN  so what was said??  I'm so bummed I missed it!.  *sigh* I want to go to california",sadness
"Stupid bipolar weather ruined my day off",fear
"Just got a shot on my arm. Eww.",fear
"I'm so sorry Drace  this sucks so bad",fear
"@tobefreeisme I would be scratching ma head toooo",fear
"Did some REAL window shopping and i found so many things i want that just happen to be over a hundred dollars.",fear
"It's raining and I'm outside without an umbrella.",fear
"Trying out a new Twitter client, can't seem to get a new theme applied to DestroyTwitter",sadness
"Its so windy and raining harder then the day before today   bye bye if the power gos out",sadness
"I still sound like a man!",fear
"@iAquarian I heart Mela so so much cept last time I went they booked us in on the Saturday instead of the Friday and wouldn't feed us",sadness
"@malbaker86 at the store! Lol I don't have any liquour here",surprise
"@writingforlife You know I am so ashamed. I did not watch a single episode of the new GH season.  I kept falling asleep, so I gave up.",fear
"So I just failed my second year of med school. I don't know what to do or say.",fear
"Hi All!!  I have 2 daughters.. and my youngest turns 2 on Monday.. Where did the time go??  sniffle sniffle sob. sob.",surprise
"@richardAmills ugh im not a vip  im always vippppppp",fear
"CHILLAXIN AT WORK...MAN I SCREWED UP",fear
"@Jonasbrothers friends of mine just meet you today..... I can't wait until it is my turn",joy
"Not talking to anais anymore.",anger
"@ThisStarChild It's just a shame what wisdom comes with age, but age destroys youth",anger
"@bxa2 dnt smile...im mad at u",love
"Guys my phone is dying!!!",fear
"But then again I think I'm the only who pays attention to this type of thing, bout to hit this bush and pretend its purple.....",fear
"I love being ignored except to be yelled at. I love my life.",love
"Leaving for Atlanta in the morning to catch JoCo and Pa &amp; St!!! I'm excited! Missed P&amp;S at D*Con last year.  That made me a sad owl.",sadness
"@DentonPolice http://twitpic.com/5wb0k - what a mess. we're missing the bra strap.",fear
"Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!",anger
"@BrineandBastard What??  Nooooooooo      There goes my weekend!",fear
"@travistubbs I'm already a fan of hulu. Too bad there's not a bigger Internet selection on netflix.  I thought that would be easier",sadness
"@MelissaPan ah the Computer's not in my room  on BBerry right now, and Youtube charges D: !! Heyy, how about you, aren't you tired XD?",fear
"@Edit4321 cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol",joy
"Damn M-Audio IE-30s! I just remembered how much I &lt;3 u &amp; now the right earbud has ceased functioning  My Shure's r 2 bright w/ lame bass.",love
"they were actually there omg apparently a relative of marc went to my school lol",joy
"Finally a chance to show genuine love, not dependent selfish love, I hope I can do it. My heart goes out to you and I'm sorry 4 ur pain.",love
"Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.",fear
"Wow no one loves me  @stuntmann88",fear
"Whats is up with me! I am spilling everything",fear
"ughh...i dont feel good",fear
"@shortcakemlt the movie on the plane is Mall Cop- (but i saw it with the nephews already",joy
"@CChiron - Well (as you can see) I've been blah blah blahing so much...yep. I forgot. I'm sorry   But...I'm here!",sadness
"@PassionMD hahahaha! i haven't been out with my friends since sunday! i'm so lame",joy
"at hannah montana set.... im missing tennessee ALOT today",sadness
"Waiting for the dang pizza to cook. It's almost 9 and we still have not eaten wifey fail. Did I mention I feel like crap",sadness
"Taking the caltrain to go see the giants. It's Cold and someone smells like pee",anger
"@ChariceManiacs  me too! i don't know why every time i listen to it i start to cry!",sadness
"I haven't gone sheesha smoking in a loooong time  Maybe tomorrow? &gt; *starts planning*",joy
"mmm mmm mmm! tss tsss tss. LOL, having way too much fun being bored.  i miss him",fear
"@Jon_Aston Still looking  I filled out quite a few applications last week and once I get home I'll continue.",joy
"@nodirectionhome biglots by my house has jesus &amp; virgin mary rings in one of those machines i rocked one for a while til that shit broke",fear
"argh! my embouchure= FAIL! makes me sad",fear
"@Mtn_Dew tokens haven't been working for me all day....",anger
"@itsjenwilliams Im at work!",fear
"Bible study cancelled   Study partner started new job with horrible hrs - Pls pray for her that hrs improve and she knows God's  provision",fear
"1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I'm tired. 7-Aaaand I'm out.",sadness
"whats wrong with my flickr  http://www.flickr.com/photos/frenchtoastcake/ my quilt top photo only shows when you click on it! SAD STORY!!!",sadness
"@JESS_TRUESDALE lmao! you a mess.  Im gonna be in ATL in a few weeks",joy
"House hunting for next year= No FUN!",fear
"@mileycyrus aww homesick  i feel you! im homesick for my 2nd home, campp",fear
"hmm, do not feel like writing monthly reports tonight!  probably should get started though...",fear
"@xoshattered_  i missed you. today was the greatest day ever. im burnt and shit lmfao. but it will be a nice tan. 11 rides in 6 hrs!  &lt;3",joy
"@ThisStarChild  hope yer ok hunny",fear
"Still no pic, very sad",fear
"@skoduri I SLEPT THROUGH MY ALARMS  woke up at 6 instead of 4  i feel like a complete tool",joy
"i want to see ephraim zenh tomorrow! a lot. but can i find a sitter? wtf? why does everyone have plans? it's only saturday night...sigh.",fear
"@bewarethegeek i just found out one of my fav high school professors died this week. he wasn't even supposed to retire yet",surprise
"Friday Night Magic last night, I lost so bad  I suck at draft",sadness
"@meecheeko Is a WHORE but she'll never know I said it cuz she doesn't love her twitter",anger
"I am so sorry i fell asleep first",love
"@DanielFielding i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!",sadness
"just took my shirt off and my back is COVERED in blisters  http://bit.ly/vUiXG",fear
"@mileycyrus cool and aww",joy
"going to bed its late and I have headache",fear
"@sarahbellafina I'll try but silly silly tweetdeck being mean to me again",fear
"stuck here  ~*Lady*~",anger
"is feeling very sick",sadness
"OMG! I'm Back. I Know I Was Out For A Week. Because My Brother Took His Laptop With Him To Mexico. So I Couldn't Be Online.",joy
"@PaulaAbdul  why canceled your performance on Letterman? i'm So sad because it is less an option for you.",sadness
"Out for an evening on the town with jeremy. Sad Carrie can't come",sadness
"@bignupehen i would but i have nowhere to go and no one to go with",fear
"Rachel and chelsey left me and jenny stole my bike.  that makes me muy triste!",fear
"@imthinking i loveeee john ritter",love
"Listing to a sad song  so i am sad too",sadness
"Still raining here in The Bay...I forget what sunshine looks like !",fear
"@mommy41402. I was like &quot;whyyyyy?!&quot;",sadness
"Watchin Grease 2 and waiting for 9 to hurry up and come so I can talk to my girl. Ugh..... it seems so far away...",fear
"@juniper73 oh that sucks  Tell your DH to act like a grown up maybe? I'd be stressed too",anger
"@OnyXx_B all the shows are sold out  so I have to wait til tomorrow or sunday...",sadness
"@alow8111 went to wingstop without me",fear
"@BillyScallywag There's loads of highly qualified stuff  and loads STILL using snail mail.",anger
"@InNoSenseLost I know. But it won't be the same",fear
"theres nothing worse than working on a friday night and having to wake up at 6 am on a saturday. I want my babe",sadness
"10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing..",surprise
"could be getting sacked soon not good",fear
"this is what i think about the world @mileycyrus at hannah montana set.... im missing tennessee ALOT today",sadness
"Just remembered I still have a summer project to do.  IT NEVER ENDS!!!!!",fear
"i know i have lots of comments to return but i have been really busy  i'll get round to it guys, sorry",fear
"Nuggets game with everyoneeeee except @almedina4.",fear
"U know I didn't care for that wolverine movie and I'm a xmen fanatic. That joint sucked to me.",anger
"Josie's out of surgery. She's now officially unable to procreate. And She's way out of it... Poor medicated baby",sadness
"i know i told him i didnt want him to stay home with me but i lied, i really did want him to stay home with me",sadness
"I really wish i would hear from josh",fear
"@shanisfearless gaah rain for tomorrow",sadness
"All alone at home.....",sadness
"Saturday will be the worst Saturday I've had in ages",fear
"Riley had an alphabet fashion show today and I forgot my camera.  It was so cute!",sadness
"@beadqueen That doesn't sound fun",fear
"twice in a week Qantas club lounge computers broken  #flyertalk",anger
"Is about to see Adriana off for a month",fear
"@mayabbz oh damn that sucks",anger
"Bummer... Might not make it to the sunday show, hopefully some sun will shine on this cloudy day",fear
"@teleject Grrrrrrrr................",fear
"Is not going to service tonight due to the fact that i've yet to find a dress for prom tomorrow. Ugh",fear
"at hannah montana set.... im missing tennessee ALOT today",fear
"@alydenisof Maybe someone is trying to hack you",fear
"@Media_Molecule play my shitty levels :-D I got a bit too ambitious on one and broke the thermometer  so it only got half done!",fear
"just got home from a nice party, just not tired yet",joy
"Just found out a friend and his son fell down a 25ft shaft onto concrete today. They are alive at least. Don't know much else.",fear
"#myweakness too loving ...i always let negative people into my life",sadness
"@baba_booey it doesn't make up for the pitch",fear
"wants New Moon.  AHH Im going crazy.",fear
"@FlyGyrl1 I been following.... LOL.. just dont be paying attention to little ol Mylan",fear
"@LaurenLovesJB You can't.  My Grandma will probably be on the phone. So get on AIM!",sadness
"@TheComputerNerd so haven't seen any videos the last few days  hope everything is ok...",fear
"I'm starving!! This diet is killing me but I can't eat after 8pm",sadness
"screw it lemme click on a ticket. preetttty sure i can make it. might not make it for vermillion lies opening tho",joy
"Being in Vegas with @donniewahlberg would be so much better then home!! This has been the day from hell!!",anger
"Omg they know so many words now where did the time go  here's some of there words money ball keys.",love
"@tomasgomez i miss you too",fear
"@mikekang That is super sad   How is Bart etc holding up?",sadness
"Home lost the baseball game by 1 friggin' point!  Now I'm gonna scrap.",sadness
"i dont want the seniors to leave",fear
"Playin City of Villains, wishin my buddies were playin with me.....",surprise
"lonely",sadness
"such a terrible day  only six now...",sadness
"@SarahBawcum my mom wants to lay. We'll be there later. Probably a little after 10. And @AyyMedlin I'm sorry you're sick",fear
"Theres a fricken prisnor trans outside r hotel!  3/10 so far",fear
"@ProctorsArm at least posada had a good ab",sadness
"@branewurms that took me 3 rereads to see you didnt say eat &quot;girls&quot; instead of actually grits. I'm disappointed.",anger
"@xoxoJennxoxox i did a couple hours ago...ive got sun burn and its really uncomfortable",fear
"@mattfazzi  I hope you get well soon! &lt;3",love
"can i have some followers :' ( ... i'm so sad...    NOW THAT I'M LOSING HOPE -pressure",fear
"@katevoegele Why aren't you coming to Montreal?",fear
"I have test tomorrow but i dont study, then i go very bad",fear
"@albertposis congratulations ! you guys finish a month early than we do. booo",joy
"@jmallen1012 aww i'm sorry   glad mommy took care of you. erin is in for some fun if there's a bug on you in colorado",joy
"Double rainbow above the Organs. Pretty, but doesn't take the edge off my $460 grocery tab.",joy
"They took my property",sadness
"Im so down! The AC in my house just broke",fear
"Life sucks if ur not having fun.",sadness
"@emperorliu my dick feels smaller when i look at you",fear
"Can't find any pictures  !!!",fear
"@SashaBoucher omg! i know, and it ruins my weekend!  suree, if you want too.",sadness
"Went out to get groceries...prices are inflating  Gas went up another 10 cents to hit $2.49... #TCOT",surprise
"not in the mood crazii crazii highly upset now with everything &amp; everybody",fear
"@albertposis congratulations ! you guys finish a month earlier than we do. booo",joy
"Gossip Fluffodile here. The latest? Mad night with Teg, Jack, Lou, Tess and Frey. Had a gender war. But I was v. sad for a friend also",sadness
"@Holls77 haha I tried covering it with make up.. It doesn't work  lol so wearing a scarf is the way to go.",fear
"my PC just died... again. now i have to find a firewire to save all those photos i havent backed up to the mac yet",fear
"@Bookfoolery they used to have a Book Expo in Canada (Toronto) but the cancelled it this year  #BEAtwittyparty #BEAtwittyparty",sadness
"my nail broke  I haaaaaaaaate",anger
"No more high school...",joy
"Well. That first tweet for today failed.  lol. Back to sleep or bacon and eggs? So hard to choose!!",surprise
"And other girls come over... And my boyfriend forgets that I'm here",surprise
"@Greek4Honeybee oh no...where did your sunshine go?    *hands you a few rays of light...will this help a bit?*   ******hugs******",fear
"please ignore cheesey music",surprise
"victory for the bulldogs was celebrated by 3 white chocolate cheesecakes  nom nom nom WHATTA FATTYYY",joy
"http://tinyurl.com/ateltl &lt;-- Rocksteady pt II",fear
"ok outta all 981 of my followers, only about 10 of u ive talked to lol dont be shy i dont biteeee",love
"@souljaboytellem holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though",joy
"And I just love every little thing about you...",love
"@_everaldo on my MacBook I run Linux with Parallels and on my iMac I use VMware Fusion and both are great, especially in &quot;Unity&quot;-mode.",joy
"I have the Job  this is a nice day it can not be better",love
"I'll go now.I'll watch teen nick!",joy
"Tweet whore ? I am up to 10,000 tweets",surprise
"@saraLDS Thanks for that, Sara",joy
"@Tony_Mandarich well welcome back from the dark side!",joy
"@sai_shediddy lol , you gotta share too",joy
"first up, make up for lost time with jelly. Jalan jalan just the 2 of us  and the rollerblading with my pumpkin. Happeh",joy
"@redrobinrockn next one for you!",joy
"@CPaladino My cats enjoy the sunbeams from the open windows.  I think that counts.",love
"I cannot wait to go to FLORIDA!!",joy
"not goin tto tafe",fear
"@urbanpinkpixie Susan Egan, I love her! And yeah, it said I would have a pleasant trip.",love
"@MrWize sike sike call it truce???????????????? u still a bitch and my ppl still gonna air u out tho",anger
"Waiting for an email that will probably never arrive. ED later, Consti study after then hopeless bumming.",fear
"Just getting an additional free day",surprise
"Welcome @doeko ! Really glad to know you here. Your products rox man",joy
"All zombie songs are now dedicated to @HAMMER32  ? http://blip.fm/~5jbib",joy
"is happy  and clean, squeaky clean",joy
"@Tottie Thank you, thank you!! Thought this is where all the cool kids hang out now, hehe  xoxo!",joy
"@chaoscartel That is annoying. What gear is it? I'll take it off your hands",fear
"I just want this semester to be over! Only a week and a half then it's moving time!",fear
"listening to i can't wait - akon feat t pain . i love this song",love
"@aruky Yes, this NBA song is great!!!  Got an old funny NBA cheerleader remix song. Ohrwurm of the day &quot;colorblind&quot;.",joy
"NEW LOGO! for all the Web, Cheak it!...gAllethOo",joy
"@deuhlig thanks for sharing",joy
"Having a great chat with a friend. He's totally putting my mind at ease",love
"goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO",love
"@khodgkin1 Oh! Good idea about putting them on ice cream",joy
"@yourshyness21 lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I'll ttyl girl",love
"@girlfromthemoon ...i had a yay moment today  YAY hope you did too!",joy
"endless streams of tea~~~~... it's a holiday day here... how do I know? it's raining",surprise
"@DonnieWahlberg sounds like you all had a great night . i'm glad it was successful",joy
"Thank god camera fixed itself. I want a new ipod",joy
"Woop, have just bought the Elliot Minor album on itunes. Its finally working for me!!",joy
"@FoluB pebbles thrown at windows should get *someones* attention",surprise
"@mikebreed There's a reason why they're so cute at times - to prevent you from throwing them overboard when they scream every 2 hrs...",joy
"@nicolesssss  no, dayuuum 5o'clock was better",joy
"@JRHIGHTOWER  you told me u would be there...lol! Hmmmm where were u.....",fear
"@shaundiviney u no there was no point pointing it out yesterday and ppl had 2 wait til midnight .... they were kinda pissed",sadness
"@alibalijeweller I'm come and try to find you and be your fan too",love
"@DavidArchie I'm watching some of your videos in YouTube. You're funny David.  Oh and TALENTED of course!",joy
"@LeilaniLi thks 4 the follow, and @newest tweets, i returned the love",love
"http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall.",fear
"@RealBillBailey Morning! Are u back in blighty Bill? Hope u had a lovely time away",fear
"@DavidArchie want to hear something funny? I'm yours is on the radio right now!",sadness
"@VIbeauty we will work on that mama  sweetdreams!",joy
"@eishbo0 you can do it",love
"nothings better then going out for chinese at the supperinn with ma fave cousins at 1am",joy
"I am up and feeling pretty damn gud! I dont even have a hangover what a nice feeling",fear
"Drinkin' Chai tea and not sleeping.. and checkin' out some cool peeps",fear
"@TimothyH2O Haha! If I were him, I'd totally go check out a small little breakfast nook  They probably have the cutest ones there.",surprise
"New @shackletonmusic single bought! It is awesome!! Well done boys!",joy
"@amyyyxoxo ahh I gtg but pls help me with number 3 I'll come back later to see what u said  haha plz and thank u",joy
"@zhayrar lol well thank you",joy
"Can't wait for SYTYCD tour with Ashleighhh &amp; Izzayyy",joy
"C-News wasn't as bad as I expected... could have done better... but today we did a great show...",surprise
"@KatiexCobraYo awww boo! I fucking lovee doing all the girly thingss",fear
"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans",love
"finally gone!!!",joy
"@CeesDope_  ahhhhaaa bangbros.com! psshh nigga its all about onionbooty.com",joy
"@ifixitlive Hey never realized that you also get a Twitter account.  Your guides are truly many times a lifesaver to me.",fear
"good job!",joy
"@cathyah I love it...that's going to be one of my new fave quotes.",love
"I love the sunshine and the happiness it brings",joy
"@bebeisis  thanks bebeisis that is right is your name by any chanve elisabeth???",fear
"@heyrbk ohh shardup! hehe. hes hot lah, gotta admeeet! bleh.",joy
"cleaning cleaning cleaning today then working out!  i love not working!",anger
"Chem wasn't better than physics. And now I'm so tired. @natasya_astri HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo?",anger
"@living_autism BUT on the bright side you're on twitter! Morning!",joy
"@Petty01 Happy Birthday and cheers to PAO!!",joy
"is home  excited that gemma is getting her breaking dawn MWAHAHAH (evil laugh)...is angry with hopeless assholes ...",anger
"@justinchuan Awww!  I was thinking about you lot up there!  Glad you enjoyed it.",fear
"@730Fam yeah you are right! but my mom can cook like she is straight from the island! make sure you invite me to your fam restaurant",love
"@cel_xox ur really smart",love
"@geoffsays Thanks for the link Geoff",joy
"aaahhh, showers are great",joy
"i won because im awesome",joy
"I was crying all of Tuesday cos I find out! ;( .... Economics is offically my crying subject lol",sadness
"@gerdiend Woman!!  hope you have a relaxing monday as I have, cu later on this sunny monday @westerkerk",joy
"@YaaaaZ so don't bother urself",fear
"finally having my cup of coffee!!!",joy
"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha",joy
"@brittannyy14 yea i know right! i love that song!",joy
"@antsrants it's driving me insane!  all i want is a lie in!!!",joy
"@BroncMurphy  I agree people should be able to cohabitate with whomever they choose",fear
"For @mizhalle  ? http://blip.fm/~5jbp3",joy
"@Jocey17 ITS A BANK HOLIDAY STUPID!! wait, they don't have bank holidays in America... Okay keep on celebreting",fear
"@carmenforward no way - those are great words.  Boys don't get to own them.    Oh and was it your bday?",joy
"Hi all, just recovering from a party, looking forward to an exciting bank holiday around the diy shops...life cant get much better.surely",joy
"@AngelicaV1 Your birthday? WELL Happy birthday",surprise
"You won't believe how long this took to achieve... Still all done and my car is happy again  - Photo: http://bkite.com/0783l",joy
"says i got 2 cards today, from eva n clara. thanks, guys.  http://plurk.com/p/roo6c",love
"im back. wooooo!!!  i want to have my own press release :|",love
"@savagemike  Yep, I like animals better than some humans too!",love
"@michael611 would you settle for a 76 Mustang II Ghia? ...nope... probably would not be the same",fear
"@IMBASE k its 3 slices left",surprise
"omg, I never knew that Wikipedia also lists the shades of colours, it's cool",joy
"Revelation: Strawberries and Nutella taste reeaaalllly good together...",love
"Another one popped up a human being. Congrats Nana and Wan.  Baby Iris is a cutie.",love
"@thatglamchick ok.... tx  it's so worth the wait! lol...***",fear
"today is maintenance day for me, my flat and my blog...yeahhhh a lot of little works",surprise
"@mskiannathediva  He's awesome... Have you worked with him before? He's a good friend.",joy
"stopped working on the @MarsPhoenix image database awhile ago to help Greg with his term paper. Now chit chatting with Greg.",surprise
"Well Done , Visteon Belfast, 2 years salary paid. Just shows what happens when you stand up for yourself",joy
