sentiment,content
sadness,Trying out a new Twitter client, can't seem to get a new theme applied to DestroyTwitter
sadness,Its so windy and raining harder then the day before today   bye bye if the power gos out
fear,I still sound like a man!
sadness,@iAquarian I heart Mela so so much cept last time I went they booked us in on the Saturday instead of the Friday and wouldn't feed us
surprise,@malbaker86 at the store! Lol I don't have any liquour here
fear,@writingforlife You know I am so ashamed. I did not watch a single episode of the new GH season.  I kept falling asleep, so I gave up.
fear,So I just failed my second year of med school. I don't know what to do or say.
surprise,Hi All!!  I have 2 daughters.. and my youngest turns 2 on Monday.. Where did the time go??  sniffle sniffle sob. sob.
fear,@richardAmills ugh im not a vip  im always vippppppp
fear,CHILLAXIN AT WORK...MAN I SCREWED UP
joy,@Jonasbrothers friends of mine just meet you today..... I can't wait until it is my turn
anger,Not talking to anais anymore.
anger,@ThisStarChild It's just a shame what wisdom comes with age, but age destroys youth
love,@bxa2 dnt smile...im mad at u
fear,Guys my phone is dying!!!
fear,But then again I think I'm the only who pays attention to this type of thing, bout to hit this bush and pretend its purple.....
love,I love being ignored except to be yelled at. I love my life.
sadness,Leaving for Atlanta in the morning to catch JoCo and Pa &amp; St!!! I'm excited! Missed P&amp;S at D*Con last year.  That made me a sad owl.
fear,@DentonPolice http://twitpic.com/5wb0k - what a mess. we're missing the bra strap.
anger,Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!
fear,@BrineandBastard What??  Nooooooooo      There goes my weekend!
sadness,@travistubbs I'm already a fan of hulu. Too bad there's not a bigger Internet selection on netflix.  I thought that would be easier
fear,@MelissaPan ah the Computer's not in my room  on BBerry right now, and Youtube charges D: !! Heyy, how about you, aren't you tired XD?
joy,@Edit4321 cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol
love,Damn M-Audio IE-30s! I just remembered how much I &lt;3 u &amp; now the right earbud has ceased functioning  My Shure's r 2 bright w/ lame bass.
joy,they were actually there omg apparently a relative of marc went to my school lol
love,Finally a chance to show genuine love, not dependent selfish love, I hope I can do it. My heart goes out to you and I'm sorry 4 ur pain.
fear,Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.
fear,Wow no one loves me  @stuntmann88
fear,Whats is up with me! I am spilling everything
fear,ughh...i dont feel good
joy,@shortcakemlt the movie on the plane is Mall Cop- (but i saw it with the nephews already
sadness,@CChiron - Well (as you can see) I've been blah blah blahing so much...yep. I forgot. I'm sorry   But...I'm here!
joy,@PassionMD hahahaha! i haven't been out with my friends since sunday! i'm so lame
sadness,at hannah montana set.... im missing tennessee ALOT today
sadness,Waiting for the dang pizza to cook. It's almost 9 and we still have not eaten wifey fail. Did I mention I feel like crap
anger,Taking the caltrain to go see the giants. It's Cold and someone smells like pee
sadness,@ChariceManiacs  me too! i don't know why every time i listen to it i start to cry!
joy,I haven't gone sheesha smoking in a loooong time  Maybe tomorrow? &gt; *starts planning*
fear,mmm mmm mmm! tss tsss tss. LOL, having way too much fun being bored.  i miss him
joy,@Jon_Aston Still looking  I filled out quite a few applications last week and once I get home I'll continue.
fear,@nodirectionhome biglots by my house has jesus &amp; virgin mary rings in one of those machines i rocked one for a while til that shit broke
fear,argh! my embouchure= FAIL! makes me sad
anger,@Mtn_Dew tokens haven't been working for me all day....
fear,@itsjenwilliams Im at work!
fear,Bible study cancelled   Study partner started new job with horrible hrs - Pls pray for her that hrs improve and she knows God's  provision
sadness,1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I'm tired. 7-Aaaand I'm out.
sadness,whats wrong with my flickr  http://www.flickr.com/photos/frenchtoastcake/ my quilt top photo only shows when you click on it! SAD STORY!!!
joy,@JESS_TRUESDALE lmao! you a mess.  Im gonna be in ATL in a few weeks
fear,House hunting for next year= No FUN!
fear,@mileycyrus aww homesick  i feel you! im homesick for my 2nd home, campp
fear,hmm, do not feel like writing monthly reports tonight!  probably should get started though...
joy,@xoshattered_  i missed you. today was the greatest day ever. im burnt and shit lmfao. but it will be a nice tan. 11 rides in 6 hrs!  &lt;3
fear,@ThisStarChild  hope yer ok hunny
fear,Still no pic, very sad
joy,@skoduri I SLEPT THROUGH MY ALARMS  woke up at 6 instead of 4  i feel like a complete tool
fear,i want to see ephraim zenh tomorrow! a lot. but can i find a sitter? wtf? why does everyone have plans? it's only saturday night...sigh.
surprise,@bewarethegeek i just found out one of my fav high school professors died this week. he wasn't even supposed to retire yet
sadness,Friday Night Magic last night, I lost so bad  I suck at draft
anger,@meecheeko Is a WHORE but she'll never know I said it cuz she doesn't love her twitter
love,I am so sorry i fell asleep first
sadness,@DanielFielding i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!
fear,just took my shirt off and my back is COVERED in blisters  http://bit.ly/vUiXG
joy,@mileycyrus cool and aww
fear,going to bed its late and I have headache
fear,@sarahbellafina I'll try but silly silly tweetdeck being mean to me again
anger,stuck here  ~*Lady*~
sadness,is feeling very sick
joy,OMG! I'm Back. I Know I Was Out For A Week. Because My Brother Took His Laptop With Him To Mexico. So I Couldn't Be Online.
sadness,@PaulaAbdul  why canceled your performance on Letterman? i'm So sad because it is less an option for you.
sadness,Out for an evening on the town with jeremy. Sad Carrie can't come
fear,@bignupehen i would but i have nowhere to go and no one to go with
fear,Rachel and chelsey left me and jenny stole my bike.  that makes me muy triste!
love,@imthinking i loveeee john ritter
sadness,Listing to a sad song  so i am sad too
fear,Still raining here in The Bay...I forget what sunshine looks like !
sadness,@mommy41402. I was like &quot;whyyyyy?!&quot;
fear,Watchin Grease 2 and waiting for 9 to hurry up and come so I can talk to my girl. Ugh..... it seems so far away...
anger,@juniper73 oh that sucks  Tell your DH to act like a grown up maybe? I'd be stressed too
sadness,@OnyXx_B all the shows are sold out  so I have to wait til tomorrow or sunday...
fear,@alow8111 went to wingstop without me
anger,@BillyScallywag There's loads of highly qualified stuff  and loads STILL using snail mail.
fear,@InNoSenseLost I know. But it won't be the same
sadness,theres nothing worse than working on a friday night and having to wake up at 6 am on a saturday. I want my babe
surprise,10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing..
fear,could be getting sacked soon not good
sadness,this is what i think about the world @mileycyrus at hannah montana set.... im missing tennessee ALOT today
fear,Just remembered I still have a summer project to do.  IT NEVER ENDS!!!!!
fear,i know i have lots of comments to return but i have been really busy  i'll get round to it guys, sorry
fear,Nuggets game with everyoneeeee except @almedina4.
anger,U know I didn't care for that wolverine movie and I'm a xmen fanatic. That joint sucked to me.
sadness,Josie's out of surgery. She's now officially unable to procreate. And She's way out of it... Poor medicated baby
sadness,i know i told him i didnt want him to stay home with me but i lied, i really did want him to stay home with me
fear,I really wish i would hear from josh
sadness,@shanisfearless gaah rain for tomorrow
sadness,All alone at home.....
fear,Saturday will be the worst Saturday I've had in ages
sadness,Riley had an alphabet fashion show today and I forgot my camera.  It was so cute!
fear,@beadqueen That doesn't sound fun
anger,twice in a week Qantas club lounge computers broken  #flyertalk
fear,Is about to see Adriana off for a month
anger,@mayabbz oh damn that sucks
fear,Bummer... Might not make it to the sunday show, hopefully some sun will shine on this cloudy day
fear,@teleject Grrrrrrrr................
fear,Is not going to service tonight due to the fact that i've yet to find a dress for prom tomorrow. Ugh
fear,at hannah montana set.... im missing tennessee ALOT today
fear,@alydenisof Maybe someone is trying to hack you
fear,@Media_Molecule play my shitty levels :-D I got a bit too ambitious on one and broke the thermometer  so it only got half done!
joy,just got home from a nice party, just not tired yet
fear,Just found out a friend and his son fell down a 25ft shaft onto concrete today. They are alive at least. Don't know much else.
sadness,#myweakness too loving ...i always let negative people into my life
fear,@baba_booey it doesn't make up for the pitch
fear,wants New Moon.  AHH Im going crazy.
fear,@FlyGyrl1 I been following.... LOL.. just dont be paying attention to little ol Mylan
sadness,@LaurenLovesJB You can't.  My Grandma will probably be on the phone. So get on AIM!
fear,@TheComputerNerd so haven't seen any videos the last few days  hope everything is ok...
sadness,I'm starving!! This diet is killing me but I can't eat after 8pm
joy,screw it lemme click on a ticket. preetttty sure i can make it. might not make it for vermillion lies opening tho
anger,Being in Vegas with @donniewahlberg would be so much better then home!! This has been the day from hell!!
love,Omg they know so many words now where did the time go  here's some of there words money ball keys.
fear,@tomasgomez i miss you too
sadness,@mikekang That is super sad   How is Bart etc holding up?
sadness,Home lost the baseball game by 1 friggin' point!  Now I'm gonna scrap.
fear,i dont want the seniors to leave
surprise,Playin City of Villains, wishin my buddies were playin with me.....
sadness,lonely
sadness,such a terrible day  only six now...
fear,@SarahBawcum my mom wants to lay. We'll be there later. Probably a little after 10. And @AyyMedlin I'm sorry you're sick
fear,Theres a fricken prisnor trans outside r hotel!  3/10 so far
sadness,@ProctorsArm at least posada had a good ab
anger,@branewurms that took me 3 rereads to see you didnt say eat &quot;girls&quot; instead of actually grits. I'm disappointed.
fear,@xoxoJennxoxox i did a couple hours ago...ive got sun burn and its really uncomfortable
love,@mattfazzi  I hope you get well soon! &lt;3
fear,can i have some followers :' ( ... i'm so sad...    NOW THAT I'M LOSING HOPE -pressure
fear,@katevoegele Why aren't you coming to Montreal?
fear,I have test tomorrow but i dont study, then i go very bad
joy,@albertposis congratulations ! you guys finish a month early than we do. booo
joy,@jmallen1012 aww i'm sorry   glad mommy took care of you. erin is in for some fun if there's a bug on you in colorado
joy,Double rainbow above the Organs. Pretty, but doesn't take the edge off my $460 grocery tab.
sadness,They took my property
fear,Im so down! The AC in my house just broke
sadness,Life sucks if ur not having fun.
fear,@emperorliu my dick feels smaller when i look at you
fear,Can't find any pictures  !!!
sadness,@SashaBoucher omg! i know, and it ruins my weekend!  suree, if you want too.
surprise,Went out to get groceries...prices are inflating  Gas went up another 10 cents to hit $2.49... #TCOT
fear,not in the mood crazii crazii highly upset now with everything &amp; everybody
joy,@albertposis congratulations ! you guys finish a month earlier than we do. booo
sadness,Gossip Fluffodile here. The latest? Mad night with Teg, Jack, Lou, Tess and Frey. Had a gender war. But I was v. sad for a friend also
fear,@Holls77 haha I tried covering it with make up.. It doesn't work  lol so wearing a scarf is the way to go.
fear,my PC just died... again. now i have to find a firewire to save all those photos i havent backed up to the mac yet
sadness,@Bookfoolery they used to have a Book Expo in Canada (Toronto) but the cancelled it this year  #BEAtwittyparty #BEAtwittyparty
anger,my nail broke  I haaaaaaaaate
joy,No more high school...
surprise,Well. That first tweet for today failed.  lol. Back to sleep or bacon and eggs? So hard to choose!!
surprise,And other girls come over... And my boyfriend forgets that I'm here
fear,@Greek4Honeybee oh no...where did your sunshine go?    *hands you a few rays of light...will this help a bit?*   ******hugs******
surprise,please ignore cheesey music
joy,victory for the bulldogs was celebrated by 3 white chocolate cheesecakes  nom nom nom WHATTA FATTYYY
fear,http://tinyurl.com/ateltl &lt;-- Rocksteady pt II
love,ok outta all 981 of my followers, only about 10 of u ive talked to lol dont be shy i dont biteeee
joy,@souljaboytellem holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though
love,And I just love every little thing about you...
joy,@_everaldo on my MacBook I run Linux with Parallels and on my iMac I use VMware Fusion and both are great, especially in &quot;Unity&quot;-mode.
love,I have the Job  this is a nice day it can not be better
joy,I'll go now.I'll watch teen nick!
surprise,Tweet whore ? I am up to 10,000 tweets
joy,@saraLDS Thanks for that, Sara
joy,@Tony_Mandarich well welcome back from the dark side!
joy,@sai_shediddy lol , you gotta share too
joy,first up, make up for lost time with jelly. Jalan jalan just the 2 of us  and the rollerblading with my pumpkin. Happeh
joy,@redrobinrockn next one for you!
love,@CPaladino My cats enjoy the sunbeams from the open windows.  I think that counts.
joy,I cannot wait to go to FLORIDA!!
fear,not goin tto tafe
love,@urbanpinkpixie Susan Egan, I love her! And yeah, it said I would have a pleasant trip.
anger,@MrWize sike sike call it truce???????????????? u still a bitch and my ppl still gonna air u out tho
fear,Waiting for an email that will probably never arrive. ED later, Consti study after then hopeless bumming.
surprise,Just getting an additional free day
joy,Welcome @doeko ! Really glad to know you here. Your products rox man
joy,All zombie songs are now dedicated to @HAMMER32  ? http://blip.fm/~5jbib
joy,is happy  and clean, squeaky clean
joy,@Tottie Thank you, thank you!! Thought this is where all the cool kids hang out now, hehe  xoxo!
fear,@chaoscartel That is annoying. What gear is it? I'll take it off your hands
fear,I just want this semester to be over! Only a week and a half then it's moving time!
love,listening to i can't wait - akon feat t pain . i love this song
joy,@aruky Yes, this NBA song is great!!!  Got an old funny NBA cheerleader remix song. Ohrwurm of the day &quot;colorblind&quot;.
joy,NEW LOGO! for all the Web, Cheak it!...gAllethOo
joy,@deuhlig thanks for sharing
love,Having a great chat with a friend. He's totally putting my mind at ease
love,goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO
joy,@khodgkin1 Oh! Good idea about putting them on ice cream
love,@yourshyness21 lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I'll ttyl girl
joy,@girlfromthemoon ...i had a yay moment today  YAY hope you did too!
surprise,endless streams of tea~~~~... it's a holiday day here... how do I know? it's raining
joy,@DonnieWahlberg sounds like you all had a great night . i'm glad it was successful
joy,Thank god camera fixed itself. I want a new ipod
joy,Woop, have just bought the Elliot Minor album on itunes. Its finally working for me!!
surprise,@FoluB pebbles thrown at windows should get *someones* attention
joy,@mikebreed There's a reason why they're so cute at times - to prevent you from throwing them overboard when they scream every 2 hrs...
joy,@nicolesssss  no, dayuuum 5o'clock was better
fear,@JRHIGHTOWER  you told me u would be there...lol! Hmmmm where were u.....
sadness,@shaundiviney u no there was no point pointing it out yesterday and ppl had 2 wait til midnight .... they were kinda pissed
love,@alibalijeweller I'm come and try to find you and be your fan too
joy,@DavidArchie I'm watching some of your videos in YouTube. You're funny David.  Oh and TALENTED of course!
love,@LeilaniLi thks 4 the follow, and @newest tweets, i returned the love
fear,http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall.
fear,@RealBillBailey Morning! Are u back in blighty Bill? Hope u had a lovely time away
sadness,@DavidArchie want to hear something funny? I'm yours is on the radio right now!
joy,@VIbeauty we will work on that mama  sweetdreams!
love,@eishbo0 you can do it
joy,nothings better then going out for chinese at the supperinn with ma fave cousins at 1am
fear,I am up and feeling pretty damn gud! I dont even have a hangover what a nice feeling
fear,Drinkin' Chai tea and not sleeping.. and checkin' out some cool peeps
surprise,@TimothyH2O Haha! If I were him, I'd totally go check out a small little breakfast nook  They probably have the cutest ones there.
joy,New @shackletonmusic single bought! It is awesome!! Well done boys!
joy,@amyyyxoxo ahh I gtg but pls help me with number 3 I'll come back later to see what u said  haha plz and thank u
joy,@zhayrar lol well thank you
joy,Can't wait for SYTYCD tour with Ashleighhh &amp; Izzayyy
surprise,C-News wasn't as bad as I expected... could have done better... but today we did a great show...
fear,@KatiexCobraYo awww boo! I fucking lovee doing all the girly thingss
love,thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans
joy,finally gone!!!
joy,@CeesDope_  ahhhhaaa bangbros.com! psshh nigga its all about onionbooty.com
fear,@ifixitlive Hey never realized that you also get a Twitter account.  Your guides are truly many times a lifesaver to me.
joy,good job!
love,@cathyah I love it...that's going to be one of my new fave quotes.
joy,I love the sunshine and the happiness it brings
fear,@bebeisis  thanks bebeisis that is right is your name by any chanve elisabeth???
joy,@heyrbk ohh shardup! hehe. hes hot lah, gotta admeeet! bleh.
anger,cleaning cleaning cleaning today then working out!  i love not working!
anger,Chem wasn't better than physics. And now I'm so tired. @natasya_astri HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo?
joy,@living_autism BUT on the bright side you're on twitter! Morning!
joy,@Petty01 Happy Birthday and cheers to PAO!!
anger,is home  excited that gemma is getting her breaking dawn MWAHAHAH (evil laugh)...is angry with hopeless assholes ...
fear,@justinchuan Awww!  I was thinking about you lot up there!  Glad you enjoyed it.
love,@730Fam yeah you are right! but my mom can cook like she is straight from the island! make sure you invite me to your fam restaurant
love,@cel_xox ur really smart
joy,@geoffsays Thanks for the link Geoff
joy,aaahhh, showers are great
joy,i won because im awesome
sadness,I was crying all of Tuesday cos I find out! ;( .... Economics is offically my crying subject lol
joy,@gerdiend Woman!!  hope you have a relaxing monday as I have, cu later on this sunny monday @westerkerk
fear,@YaaaaZ so don't bother urself
joy,finally having my cup of coffee!!!
joy,Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha
joy,@brittannyy14 yea i know right! i love that song!
joy,@antsrants it's driving me insane!  all i want is a lie in!!!
fear,@BroncMurphy  I agree people should be able to cohabitate with whomever they choose
joy,For @mizhalle  ? http://blip.fm/~5jbp3
fear,@Jocey17 ITS A BANK HOLIDAY STUPID!! wait, they don't have bank holidays in America... Okay keep on celebreting
joy,@carmenforward no way - those are great words.  Boys don't get to own them.    Oh and was it your bday?
joy,Hi all, just recovering from a party, looking forward to an exciting bank holiday around the diy shops...life cant get much better.surely
surprise,@AngelicaV1 Your birthday? WELL Happy birthday
joy,You won't believe how long this took to achieve... Still all done and my car is happy again  - Photo: http://bkite.com/0783l
love,says i got 2 cards today, from eva n clara. thanks, guys.  http://plurk.com/p/roo6c
love,im back. wooooo!!!  i want to have my own press release :|
love,@savagemike  Yep, I like animals better than some humans too!
fear,@michael611 would you settle for a 76 Mustang II Ghia? ...nope... probably would not be the same
surprise,@IMBASE k its 3 slices left
joy,omg, I never knew that Wikipedia also lists the shades of colours, it's cool
love,Revelation: Strawberries and Nutella taste reeaaalllly good together...
love,Another one popped up a human being. Congrats Nana and Wan.  Baby Iris is a cutie.
fear,@thatglamchick ok.... tx  it's so worth the wait! lol...***
surprise,today is maintenance day for me, my flat and my blog...yeahhhh a lot of little works
joy,@mskiannathediva  He's awesome... Have you worked with him before? He's a good friend.
surprise,stopped working on the @MarsPhoenix image database awhile ago to help Greg with his term paper. Now chit chatting with Greg.
joy,Well Done , Visteon Belfast, 2 years salary paid. Just shows what happens when you stand up for yourself
joy,its my bday!!! I'm gettin older!
joy,@DavidArchie I tweet sooo much about you. Gahd.  Hahaha!
joy,@williamduncan the archetype thing was for a comm. class that studied archetypes in popular media. reading your links now, thanks
joy,@algibbs thanks for that, now i learned something new today  enjoy.
fear,@urbansmiler Is it possible to a have phobia of phobias? Afraid to look at list.
love,I WANNA GO THERE, WHERE YOU GO. I WANNA FIND OUT WHAT YOU KNOW..     DAVID AND MILEYYYYYY! ??
love,heading out to (a long)band practice. last one before our first show on Saturday night. Hope it's a good one  http://digg.com/u12MIW
fear,@xxm0rgann aww morgan, i wish i could have realized that a while ago instead of putting myself through it.. your strong and i love you&lt;3
joy,Hey Dubbo RSL turkey roast circa 1995. Know it's been a while, just wanted to let you know I still think about you from time to time
joy,@SashaKane I am absolutely craving a brownie with ice cream right now. FedEx some over!
joy,@iloveicetea haha when is it? good luck babe  &amp; UPLOAD A PHOTO, WILL YA ?
joy,and these awesome tweeples too!  @xoNessCullenxo @xoJasperHalexo @xoEmmettC35xo @oxTanyaDenaliox @xoEsmeCullenxo
surprise,I got whooped by Jason Bradbury. Ace :0
sadness,The dj's and partypeople were great again at CC. Kicking  Next one June 7
sadness,@allankent @andywalton oo, oo, I must compete... let me login to my work email to see if I can top that
surprise,@SIFashions Wow, that's really sweet! I'm assuming this is blog-related.  Thanks so much.
joy,@DavidArchie OK David, talk later  Have a great dayyyy ay ay ay ay
fear,@MsSdot23 and thats why your azz lost hater lol  love you
sadness,@RaspberryHatter  aw. that sounds amazing  But I think I have work. Thank you for inviting me though
surprise,@jezkemp yay!  excited?
sadness,Sigh. I'm getting off the computer now to do even MORE homework... Bye
sadness,in school, wants to read Eclipse, 200-and-some-60 pages read
love,I just finished first season six feet under
joy,Enjoyed the Waller reunion very much! The Wallers are back in town
joy,@hrcolors Maybe it had a hot date with a nice little Cesna.
joy,@kyspeaks  Yah, they have footlong sausage too mah. But Halal place..piggy sausages are bigger
fear,Waiting on laundry to finish so I can go HOME. Think I'll do my nails while I wait
surprise,@RaeRae440 It's surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I'm obsessed or anything!  #BillyIdol
sadness,Morning all - woken by neighbour's kids screaming in the garden before 8am so not in a very benevolent mood...  you have been warned!
joy,@galacticfaerie Sounds great. I'm looking forward to it then
joy,@moonfrye LOL and that's why I use my iPod touch
joy,hehe tweet time... bastos talaga chux
joy,...love and wanted to share with my followers. feeling inspirational. ive had a long day.
sadness,@LarryBenet Per Taylor Dayne conversation.  It's official I am now jealous of you.
joy,@velvetella Bye ! Have a great time being whisked away
joy,@BoomKatt yes yes I AM, networking whore to the fullest.......and this girl is rih next to me
joy,ohh. i didnt double tweet a while ago, did i? now i did.
fear,Fancy is a 187 hun got u doin things u aint never done
surprise,'SMUDGER' is cleaning herself  http://apps.facebook.com/catbook/profile/view/5726504
love,Good morning world
joy,@alicedric can't wait for it. i love your scripts. honestly, you should have a future career as a script writer  - Stock Twits
joy,@DavidArchie if you don't mind, change your profile pic with a picture of you in UK. It'll be fun
joy,@MrMaxROI Hey, it's good to see you here! Will now follow you. Would be nice to have a photo!
joy,just woke up, no school today, we are free
joy,im still waitin for my girl to come home...i wanna go shopping
joy,Tweet you later, have a wonderful day.
love,Last song .. then I really have to go  ? http://blip.fm/~5jbvo
anger,@DavidArchie Good luck! If I remember right, everything in England is a rip off, anyway! And next time, write me back! Haha
joy,Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l
fear,Have lots 2do as usual! laundry, thanking God, cleaning house, praising God, cutting the hedge and thanking and praising God some more!
joy,@Rosiecosy Thanks for sympathy. It wasn't too bad until about an hour ago when I started thinking of the appointment tomorrow.
joy,tafe was actually quite good. for once
sadness,@neo_kryptik the usual... applications, checking statuses, reading stuff that's ... wel... not arbit  etc
joy,True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&amp;friends plan walk and picnic today
love,@tracymacy Thanks for follow. Was just adding you from your twitter page, after commenting your blog
sadness,@Kayleigh_Stack i wish i could go to both but i don't think i'll be allowed :p either way with two shows going your bound to get a ticket
anger,@chicalit finding a place to crap on the move eh? Whoever said technology is crap?
joy,@MODELCHiCK2 thank u soooooo much lil mama xoxo
love,@MFlanders no I like be able to say it and it be the truth. Instead of some magical mystery tour I get led on.
joy,@DavidArchie Yeahhh you do that lol
love,&lt;3 KoRn... You guys are champions of the world
love,@Lilctownroaster I just added a butt to your name in my phone after I made you go home in the cold. Because I love you!
joy,Not really  but its work so yea kinda
joy,@oliyoung it's stable, faster than 2.x and working.
joy,@wickedgirl24 glad you like it
joy,@RealBillBailey haven't read that book, but heard of it. Feed, spay, love is a great motto for pet owners  although there is more involved
joy,Photo: Great night.  http://tumblr.com/xmo1pgymj
surprise,@petrilude WHY can't we have both!? HUH, it'll make up for the raping of our twitter you just did
joy,would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr
fear,the era of the word - 'UN' (not united nations lar) is coming on fast - Unconference, Unreason, ... better get those domains !
love,@clarinette02 I am most honoured to receive a Twit tout en francais. But my French not good enough to pick up les nuances en 140...   LOL
joy,@robinmeure &gt; &quot;live Q&amp;A 24/7&quot;... definitely the best part of twitter for me
joy,@amber_benson  Woohoo! Well Done! I started Macarena-ing too
joy,@jkreeftmeijer Yup theory is GREAT but the reality is beyond imagination...  I also made the same planning not knowing VS will FAIL on me
joy,Bank holiday mondaaaaaay   Exams tomorrow  D:
fear,@mybellavita just clicked on your bio. You're in Cantazaro!? Have been to Italy several times. But never Calabria!
love,Lots of other people are very polite tho and ask if they can approach
love,is damn happy. One for the end of exams and another...hehehe.  CROSSES FINGERS.
joy,@vene2ia Thanks!  I am doing good... Did you read any of my blog posts?
surprise,@Ryface Famous on Myspace?? You're a dillhole.
fear,@creampuffs_star v. good. i thought you were registered na?
joy,@Gennargh I also have a brain tumor called Jeffery.
joy,is excited. Lots of good things happening work-wise here in Melbourne
joy,recovering from mexican fiesta. Had a bit too much of a good time!
love,@violetasvk cool
fear,I should sleep. I've got like 5-6 hours to sleep before work. Then I've got Tuesday- Thursday off... sweet
sadness,@geewhy  You're just jealous!  Guess you'll be walking around the office tomorrow in your Malo!
joy,New baby arrived yesterday. A fab baby boy at 2.8 kilo  Very proud and happy
love,@joeymcintyre You bet!...I'll be there in spirit (I'm in the UK really LOL) Like the pic BTW xx  x
joy,which is why i can't wait till i move out of home and life by myself next year  WACKY ADVENTURES EVERY DAY!!!!!
surprise,I'm off! Well, home... I will see you soon!
love,I'm glad that I called him cause our relationship is clear now. Just happy to hear his voices eventhough he's absent from school
love,@miasmom1 Awhhh age doesn't matter, you awesome lady you!
fear,@ainzneal LOL  I'm the night owl queen - why you up?
sadness,Waking up with Star Wars End Title Song in my had is sorta awesome .. and also kinda creepy
love,@GlitzyGloss Hello!! sounds very good, you can count on me, I follow you!!!
fear,@daisytalk yeah, I had a suspicion about that!! I think I'm going to come home and want to spend a ton of money on tools!
sadness,i get so sucked in to true life, and that steve-o documentary was intense, i love that shit, it's nice to see people get their lives back
surprise,@Dean_John what makes u think of south africa? why not italy or hawaii or something?
joy,is choosing to do britney for the dance showcase! yesss  cant wait. 58 days....
joy,#musicmonday Nicest Thing from Kate Nash
joy,still awake..doing my assignments and playing virtual farming
joy,@vene2ia Great!
joy,I think more people would buy the Slap chop, if the commercial was like this: http://bit.ly/vQIUf
joy,@BearNoiz Played An.World, played Flashback, played Starcon 2, played Fallout, played every Psygnosis game out for the Amiga and the ST
fear,i'm still in bed and on the laptop ...yep borin !!!
joy,just watched JONAS. It was funny.
joy,@damohopo Come to Rochester with me and Nikki. Beer and a Hog Roast always helps.
fear,@snedwan Mooooooooornin'  How are you? Are your legs ok?
joy,@mariekehardy this will make you feel better. Will down a cocktail or 2 in your honour. Now get retorting  http://twitpic.com/4j91r
joy,badminton marathon tonight!  please cooperate feet!
joy,watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck. So cute
joy,@PeopleBrowsr nice new profile picture! Glad to see some friends in there
joy,@DavidArchie  AWOOOOGAHHHHHH!!!! heheee hope you get some decently priced breakfast real quick, David
joy,morning everyone! another dat of school
joy,@shaundiviney THATS BETTER! lol
sadness,Hangin out and drinkin beers with @muffclassic ..dude brought me a new pair of purple kicks.. I'm gonna wear them on the Act III cover..
love,@smeykunz  *shrugs* So do I but it was too funny plus you know you enjoyed it Tweet Whore ..   Love you..
fear,@Meghaaa lol. sounds like don't call me babe  have done that too !! have you thought that over ?
joy,@JuwalBose oops, eldhose bhai uploaded the same too, Did you read the hindu's article on BarCamp? Binny rocks man
joy,@ginny9577 I'm researching NYC stuff.
joy,supernatural is back on tonight !!
anger,@AndriaAndCo  Don't forget Twitter, the bastard step-child of enablers
love,Morning.. Coffee and fresh air
love,@MaheshKukreja Welcome!
joy,but omg mummy bought me ice-cream!
joy,@deversum good morning Hazel  caffeine-shot?
fear,Realizing that I don't have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!
joy,@niuts14 Our weekend was also great... two friends of Julia were here for four days...
joy,I'm excited for the things for Jay's room to arrive
joy,Ah. Bank holiday morning...reading Elle in bed and getting excited for a roast dinner in Sheering later
joy,@abstractg @grendel @tigertigercb woohoo! I got the Sunbeam Cafï¿½ Series grinder at Eu Foods for only $198! Epic win
joy,really really wants to go and see Coraline.
joy,@pixelbase @steverumsby I care about Eurovision! And yes, they have a 50% jury-based vote this year  #eurovision2009
love,12:46AM. HAppy birthday little sister of mine. Also, good night Priscilla
fear,@ShalG  aaah k..am like a fan incarnated,so kinda like a mutant. till date, Ghalib has never *yet* left my questions unanswered
joy,because he @the_real_nash wants to be an honorary Filipino  i'll follow him now ;)) thanks @daxvelando!
joy,looking forward to coffee and driving tomorrow. really
